packet_index;timestamp;length;direction;num_cells;ack
1757;1488999859.7363739;1514;-1;2;0
1759;1488999859.7363961;1514;-1;2;0
1760;1488999859.7404029;1514;-1;2;0
1762;1488999859.7404411;1514;-1;2;0
1763;1488999859.7404411;1514;-1;2;0
1765;1488999859.7404420;1514;-1;2;0
1766;1488999859.7404871;1514;-1;2;0
1768;1488999859.7404871;1514;-1;2;0
1769;1488999859.7489491;1514;-1;2;0
1770;1488999859.7489791;609;1;1;0
1771;1488999859.7489591;1514;-1;2;0
1772;1488999859.7489591;1514;-1;2;0
1773;1488999859.7489941;66;1;0;1
1774;1488999859.7599730;1514;-1;2;0
1775;1488999859.7600131;1514;-1;2;0
1777;1488999859.7600820;1514;-1;2;0
1778;1488999859.7670629;1514;-1;2;0
1780;1488999859.7670641;1514;-1;2;0
1781;1488999859.7670641;1514;-1;2;0
1783;1488999859.7670641;1514;-1;2;0
1784;1488999859.7670641;1514;-1;2;0
1786;1488999859.7706339;1514;-1;2;0
1787;1488999859.7706621;1514;-1;2;0
1789;1488999859.7707210;1514;-1;2;0
1790;1488999859.7707889;1514;1;2;0
1791;1488999859.7720959;1027;-1;1;0
1792;1488999859.7852330;1514;-1;2;0
1793;1488999859.7852530;247;1;0;0
1794;1488999859.7855790;1514;-1;2;0
1795;1488999859.7949910;1514;-1;2;0
1796;1488999859.7950101;66;1;0;1
1797;1488999859.7950239;1514;-1;2;0
1798;1488999859.7950239;1514;-1;2;0
1800;1488999859.7955420;1514;-1;2;0
1801;1488999859.7955971;1514;-1;2;0
1803;1488999859.7955971;1514;-1;2;0
1804;1488999859.8031881;1514;-1;2;0
1806;1488999859.8031919;1514;-1;2;0
1807;1488999859.8032770;1514;-1;2;0
1809;1488999859.8146961;1514;-1;2;0
1810;1488999859.8152051;1514;-1;2;0
1812;1488999859.8152080;1514;-1;2;0
1813;1488999859.8199379;101;-1;0;0
1815;1488999859.8482399;1514;-1;2;0
1816;1488999859.8482440;1514;-1;2;0
1818;1488999859.8539629;1514;-1;2;0
1819;1488999859.8539751;1514;-1;2;0
1821;1488999859.8539751;1514;-1;2;0
1822;1488999859.8539751;1514;-1;2;0
1824;1488999859.8539760;1514;-1;2;0
1825;1488999859.8540189;1514;-1;2;0
1827;1488999859.8544440;1514;-1;2;0
1828;1488999859.8544500;1514;-1;2;0
1830;1488999859.8544500;1514;-1;2;0
1831;1488999859.8549581;1514;-1;2;0
1833;1488999859.8549631;1514;-1;2;0
1834;1488999859.8550351;1514;-1;2;0
1836;1488999859.8550351;1514;-1;2;0
1837;1488999859.8550351;1514;-1;2;0
1839;1488999859.8557401;609;1;1;0
1840;1488999859.8558300;1375;-1;2;0
1841;1488999859.8757410;1514;-1;2;0
1842;1488999859.8757610;66;1;0;1
1843;1488999859.8757451;1514;-1;2;0
1844;1488999859.8788469;1514;-1;2;0
1846;1488999859.8788481;1514;-1;2;0
1847;1488999859.8788531;1514;-1;2;0
1849;1488999859.8810251;1514;-1;2;0
1850;1488999859.8810470;1514;-1;2;0
1852;1488999859.8810470;1514;-1;2;0
1853;1488999859.9053049;1514;-1;2;0
1854;1488999859.9053340;1152;1;2;0
1855;1488999859.9053149;1514;-1;2;0
1856;1488999859.9053149;1514;-1;2;0
1857;1488999859.9053531;66;1;0;1
1858;1488999859.9110701;818;-1;1;0
1859;1488999859.9354060;1514;-1;2;0
1861;1488999859.9360001;1514;-1;2;0
1862;1488999859.9360080;1514;-1;2;0
1864;1488999859.9360080;1514;-1;2;0
1865;1488999859.9360080;1514;-1;2;0
1867;1488999859.9371071;1514;-1;2;0
1868;1488999859.9371071;1514;-1;2;0
1870;1488999859.9371071;1514;-1;2;0
1871;1488999859.9564641;1514;-1;2;0
1873;1488999859.9564691;1514;-1;2;0
1874;1488999859.9565210;1514;-1;2;0
1876;1488999859.9573660;1514;-1;2;0
1877;1488999859.9573691;1514;-1;2;0
1879;1488999859.9581900;609;1;1;0
1880;1488999859.9598999;1514;-1;2;0
1881;1488999859.9738269;644;-1;1;0
1882;1488999859.9738419;66;1;0;1
1883;1488999859.9782269;1514;1;2;0
1884;1488999859.9857211;1514;-1;2;0
1885;1488999859.9857240;1514;-1;2;0
1886;1488999859.9857450;66;1;0;1
1887;1488999859.9903309;1514;-1;2;0
1888;1488999859.9903409;1514;-1;2;0
1890;1488999859.9903409;1514;-1;2;0
1891;1488999860.0088689;1514;-1;2;0
1892;1488999860.0088899;790;1;1;0
1893;1488999860.0088730;1514;-1;2;0
1894;1488999860.0089760;1514;-1;2;0
1895;1488999860.0089829;66;1;0;1
1896;1488999860.0091829;449;-1;0;0
1897;1488999860.0162599;1514;-1;2;0
1899;1488999860.0166850;1514;-1;2;0
1900;1488999860.0167210;1514;-1;2;0
1902;1488999860.0167210;1514;-1;2;0
1903;1488999860.0167561;1514;-1;2;0
1905;1488999860.0322080;1514;-1;2;0
1906;1488999860.0322630;1514;-1;2;0
1908;1488999860.0322640;1514;-1;2;0
1909;1488999860.0437920;1514;-1;2;0
1911;1488999860.0438180;1514;-1;2;0
1912;1488999860.0439601;1514;1;2;0
1913;1488999860.0440259;1514;-1;2;0
1914;1488999860.0515399;275;-1;0;0
1915;1488999860.0515540;247;1;0;0
1916;1488999860.0561330;1514;-1;2;0
1917;1488999860.0561359;1514;-1;2;0
1918;1488999860.0561540;66;1;0;1
1919;1488999860.0722539;1514;-1;2;0
1920;1488999860.0727830;1514;-1;2;0
1922;1488999860.0728240;1514;-1;2;0
1923;1488999860.0728240;1514;-1;2;0
1925;1488999860.0728240;1514;-1;2;0
1926;1488999860.0728240;1514;-1;2;0
1928;1488999860.0807481;1514;-1;2;0
1929;1488999860.0807509;1514;-1;2;0
1931;1488999860.0811789;1514;-1;2;0
1932;1488999860.0872600;818;-1;1;0
1933;1488999860.0872829;609;1;1;0
1934;1488999860.1015100;1514;-1;2;0
1935;1488999860.1015329;1514;-1;2;0
1936;1488999860.1015389;66;1;0;1
1937;1488999860.1021760;1514;-1;2;0
1938;1488999860.1021769;1514;-1;2;0
1940;1488999860.1021800;1514;-1;2;0
1941;1488999860.1061759;1514;-1;2;0
1943;1488999860.1061759;1514;-1;2;0
1944;1488999860.1061771;1514;-1;2;0
1946;1488999860.1226490;449;-1;0;0
1947;1488999860.1278341;1514;-1;2;0
1949;1488999860.1278541;1514;-1;2;0
1950;1488999860.1282859;1514;-1;2;0
1952;1488999860.1289840;1514;-1;2;0
1953;1488999860.1290100;1514;-1;2;0
1955;1488999860.1290109;1514;-1;2;0
1956;1488999860.1290109;1514;-1;2;0
1958;1488999860.1290109;1514;-1;2;0
1959;1488999860.1290121;1514;-1;2;0
1961;1488999860.1291120;609;1;1;0
1962;1488999860.1295259;1514;-1;2;0
1963;1488999860.1295259;1514;-1;2;0
1964;1488999860.1295440;66;1;0;1
1965;1488999860.1635101;1514;-1;2;0
1966;1488999860.1635201;1514;-1;2;0
1968;1488999860.1635201;1514;-1;2;0
1969;1488999860.1644909;1514;-1;2;0
1971;1488999860.1644969;1514;-1;2;0
1972;1488999860.1644981;1514;-1;2;0
1974;1488999860.1649699;1514;-1;2;0
1975;1488999860.1650169;1514;-1;2;0
1977;1488999860.1650181;1514;-1;2;0
1978;1488999860.1709149;296;-1;0;0
1980;1488999860.1869431;1514;-1;2;0
1981;1488999860.1869800;1514;-1;2;0
1983;1488999860.1881249;1514;-1;2;0
1984;1488999860.1881289;1514;-1;2;0
1986;1488999860.1882031;1514;-1;2;0
1987;1488999860.1889989;1514;-1;2;0
1989;1488999860.1890011;1514;-1;2;0
1990;1488999860.1934810;1514;-1;2;0
1992;1488999860.2095649;478;-1;0;0
1993;1488999860.2424240;1514;-1;2;0
1995;1488999860.2424281;1514;-1;2;0
1996;1488999860.2434511;1514;-1;2;0
1998;1488999860.2435100;1514;-1;2;0
1999;1488999860.2435100;1514;-1;2;0
2001;1488999860.2435460;1514;-1;2;0
2002;1488999860.2435460;1514;-1;2;0
2004;1488999860.2435460;1514;-1;2;0
2005;1488999860.2435460;1514;-1;2;0
2007;1488999860.2435460;1514;-1;2;0
2008;1488999860.2435460;1514;-1;2;0
2010;1488999860.2435989;609;1;1;0
2011;1488999860.2451220;1514;-1;2;0
2012;1488999860.2451639;1514;-1;2;0
2013;1488999860.2451720;66;1;0;1
2014;1488999860.2452209;1514;-1;2;0
2015;1488999860.2689281;1514;-1;2;0
2017;1488999860.2690070;1514;-1;2;0
2018;1488999860.2781439;1375;-1;2;0
2020;1488999860.2983160;1514;-1;2;0
2021;1488999860.2983310;609;1;1;0
2022;1488999860.2984059;1514;-1;2;0
2023;1488999860.3096111;1514;-1;2;0
2024;1488999860.3096271;66;1;0;1
2025;1488999860.3096120;1514;-1;2;0
2026;1488999860.3096161;1514;-1;2;0
2028;1488999860.3100650;1514;-1;2;0
2029;1488999860.3100710;1514;-1;2;0
2031;1488999860.3100719;1514;-1;2;0
2032;1488999860.3135910;992;-1;1;0
2034;1488999860.3300850;1514;-1;2;0
2035;1488999860.3300891;1514;-1;2;0
2037;1488999860.3310511;1514;-1;2;0
2038;1488999860.3310599;1514;-1;2;0
2040;1488999860.3310609;1514;-1;2;0
2041;1488999860.3345921;1514;-1;2;0
2043;1488999860.3346810;1514;-1;2;0
2044;1488999860.3347230;1514;-1;2;0
2046;1488999860.3487639;992;-1;1;0
2047;1488999860.3487780;609;1;1;0
2048;1488999860.3531301;1514;-1;2;0
2049;1488999860.3531621;1514;-1;2;0
2050;1488999860.3531690;66;1;0;1
2051;1488999860.3552251;1514;-1;2;0
2052;1488999860.3552301;1514;-1;2;0
2054;1488999860.3552780;1514;-1;2;0
2055;1488999860.3567300;1514;-1;2;0
2057;1488999860.3567381;1514;-1;2;0
2058;1488999860.3567390;1514;-1;2;0
2060;1488999860.3608730;1514;-1;2;0
2061;1488999860.3608739;1514;-1;2;0
2063;1488999860.3608999;1514;-1;2;0
2064;1488999860.3816190;1514;-1;2;0
2066;1488999860.3820701;1514;-1;2;0
2067;1488999860.3820910;1514;-1;2;0
2069;1488999860.3821521;1514;-1;2;0
2070;1488999860.3821521;1514;-1;2;0
2072;1488999860.3822031;1514;1;2;0
2073;1488999860.3841250;1375;-1;2;0
2074;1488999860.3841479;247;1;0;0
2075;1488999860.3851480;1514;-1;2;0
2076;1488999860.3851690;1514;-1;2;0
2077;1488999860.3851759;66;1;0;1
2078;1488999860.4092121;1514;-1;2;0
2079;1488999860.4092121;1514;-1;2;0
2081;1488999860.4092131;1514;-1;2;0
2082;1488999860.4104149;1514;-1;2;0
2084;1488999860.4104619;1514;-1;2;0
2085;1488999860.4108860;1514;-1;2;0
2087;1488999860.4151709;1514;-1;2;0
2088;1488999860.4153039;1514;-1;2;0
2090;1488999860.4153709;1514;-1;2;0
2091;1488999860.4207699;275;-1;0;0
2092;1488999860.4207909;609;1;1;0
2093;1488999860.4334929;1514;-1;2;0
2094;1488999860.4334970;1514;-1;2;0
2095;1488999860.4335260;66;1;0;1
2096;1488999860.4382811;1514;-1;2;0
2097;1488999860.4383020;1514;-1;2;0
2099;1488999860.4387670;1514;-1;2;0
2100;1488999860.4387939;1514;-1;2;0
2102;1488999860.4387939;1514;-1;2;0
2103;1488999860.4387939;1514;-1;2;0
2105;1488999860.4560220;992;-1;1;0
2106;1488999860.4561710;609;1;1;0
2107;1488999860.4566951;1514;-1;2;0
2108;1488999860.4567449;1514;-1;2;0
2109;1488999860.4567561;66;1;0;1
2110;1488999860.4630380;1514;1;2;0
2111;1488999860.4921069;1340;-1;2;0
2112;1488999860.4921291;189;1;0;0
2113;1488999860.4934380;1514;-1;2;0
2114;1488999860.4935451;1514;-1;2;0
2115;1488999860.4935589;66;1;0;1
2116;1488999860.4957359;1514;-1;2;0
2117;1488999860.4958510;1514;-1;2;0
2119;1488999860.4958510;1514;-1;2;0
2120;1488999860.4959409;1514;-1;2;0
2122;1488999860.4959409;1514;-1;2;0
2123;1488999860.4959421;1514;-1;2;0
2125;1488999860.4959421;1514;-1;2;0
2126;1488999860.4959421;1514;-1;2;0
2128;1488999860.4959421;1514;-1;2;0
2129;1488999860.4959421;1514;-1;2;0
2131;1488999860.4959421;1514;-1;2;0
2132;1488999860.4959431;1514;-1;2;0
2134;1488999860.4960051;1514;-1;2;0
2135;1488999860.4960561;1514;-1;2;0
2137;1488999860.4967489;1514;1;2;0
2138;1488999860.5216379;1514;-1;2;0
2139;1488999860.5221860;1514;-1;2;0
2140;1488999860.5221939;66;1;0;1
2141;1488999860.5222130;1514;-1;2;0
2142;1488999860.5226560;1514;-1;2;0
2144;1488999860.5226569;1514;-1;2;0
2145;1488999860.5227079;1514;-1;2;0
2147;1488999860.5280221;1027;-1;1;0
2148;1488999860.5280499;1333;1;2;0
2149;1488999860.5422239;1514;-1;2;0
2150;1488999860.5422239;1514;-1;2;0
2151;1488999860.5422561;66;1;0;1
2152;1488999860.5501390;1514;-1;2;0
2153;1488999860.5502059;1514;-1;2;0
2155;1488999860.5502059;1514;-1;2;0
2156;1488999860.5633080;1166;-1;2;0
2157;1488999860.5633390;1152;1;2;0
2158;1488999860.5702369;1514;-1;2;0
2159;1488999860.5702641;1514;-1;2;0
2160;1488999860.5702710;66;1;0;1
2161;1488999860.5993800;1340;-1;2;0
2162;1488999860.6156111;1514;-1;2;0
2164;1488999860.6156139;1514;-1;2;0
2165;1488999860.6304710;1514;-1;2;0
2167;1488999860.6304760;1514;-1;2;0
2168;1488999860.6308689;1514;-1;2;0
2170;1488999860.6309481;1514;-1;2;0
2171;1488999860.6309490;1514;-1;2;0
2173;1488999860.6309490;1514;-1;2;0
2174;1488999860.6386161;1514;-1;2;0
2176;1488999860.6390030;1514;-1;2;0
2177;1488999860.6390059;1514;-1;2;0
2179;1488999860.6516440;275;-1;0;0
2180;1488999860.6610129;1514;-1;2;0
2182;1488999860.6610160;1514;-1;2;0
2183;1488999860.6619289;1514;-1;2;0
2185;1488999860.6624200;1514;-1;2;0
2186;1488999860.6624551;1514;-1;2;0
2188;1488999860.6859620;1514;-1;2;0
2189;1488999860.6859710;1514;-1;2;0
2191;1488999860.6859720;1514;-1;2;0
2192;1488999860.6861441;609;1;1;0
2193;1488999860.6964900;992;-1;1;0
2194;1488999860.7116630;1514;-1;2;0
2195;1488999860.7116849;66;1;0;1
2196;1488999860.7116680;1514;-1;2;0
2197;1488999860.7140751;1514;-1;2;0
2199;1488999860.7141931;1514;-1;2;0
2200;1488999860.7141941;1514;-1;2;0
2202;1488999860.7171741;1514;-1;2;0
2203;1488999860.7172511;1514;-1;2;0
2205;1488999860.7172520;1514;-1;2;0
2206;1488999860.7377059;1514;-1;2;0
2207;1488999860.7377350;609;1;1;0
2208;1488999860.7377150;1514;-1;2;0
2209;1488999860.7377160;1514;-1;2;0
2210;1488999860.7377541;66;1;0;1
2211;1488999860.7457330;1514;-1;2;0
2212;1488999860.7457490;1514;-1;2;0
2214;1488999860.7457490;1514;-1;2;0
2215;1488999860.7472010;101;-1;0;0
2217;1488999860.7649090;1514;-1;2;0
2218;1488999860.7649851;1514;-1;2;0
2220;1488999860.7675419;1514;-1;2;0
2221;1488999860.7680881;1514;-1;2;0
2223;1488999860.7680881;1514;-1;2;0
2224;1488999860.7741160;1514;-1;2;0
2225;1488999860.7741399;609;1;1;0
2226;1488999860.7741251;1514;-1;2;0
2227;1488999860.7741251;1514;-1;2;0
2228;1488999860.7741740;66;1;0;1
2229;1488999860.7822959;992;-1;1;0
2230;1488999860.7912540;1514;-1;2;0
2232;1488999860.7912581;1514;-1;2;0
2233;1488999860.7948260;1514;-1;2;0
2235;1488999860.7948339;1514;-1;2;0
2236;1488999860.7948351;1514;-1;2;0
2238;1488999860.8006649;1514;-1;2;0
2239;1488999860.8007021;1514;-1;2;0
2241;1488999860.8007021;1514;-1;2;0
2242;1488999860.8184061;1514;-1;2;0
2244;1488999860.8184149;1514;-1;2;0
2245;1488999860.8184149;1514;-1;2;0
2247;1488999860.8186049;609;1;1;0
2248;1488999860.8237679;1514;-1;2;0
2249;1488999860.8237751;1514;-1;2;0
2250;1488999860.8237960;66;1;0;1
2251;1488999860.8237751;1514;-1;2;0
2252;1488999860.8242409;1514;-1;2;0
2254;1488999860.8247881;1514;-1;2;0
2255;1488999860.8268509;1375;-1;2;0
2257;1488999860.8447421;1514;-1;2;0
2258;1488999860.8447740;1514;-1;2;0
2260;1488999860.8491540;1514;-1;2;0
2261;1488999860.8491809;1514;-1;2;0
2263;1488999860.8491809;1514;-1;2;0
2264;1488999860.8624210;1166;-1;2;0
2265;1488999860.8624361;609;1;1;0
2266;1488999860.8988039;1514;-1;2;0
2267;1488999860.8988130;1514;-1;2;0
2268;1488999860.8988440;66;1;0;1
2269;1488999860.8988130;797;-1;1;0
2270;1488999860.8988171;1514;-1;2;0
2272;1488999860.8988719;1514;-1;2;0
2273;1488999860.8988731;1514;-1;2;0
2275;1488999860.8990030;609;1;1;0
2276;1488999860.8992319;1514;-1;2;0
2277;1488999860.8992710;1514;-1;2;0
2278;1488999860.8992779;66;1;0;1
2279;1488999860.8997610;1514;-1;2;0
2280;1488999860.8997850;1514;-1;2;0
2282;1488999860.8997850;1514;-1;2;0
2283;1488999860.8997850;1514;-1;2;0
2285;1488999860.9007521;1514;-1;2;0
2286;1488999860.9007699;1514;-1;2;0
2288;1488999860.9300699;1514;-1;2;0
2289;1488999860.9300771;1514;-1;2;0
2291;1488999860.9300780;1514;-1;2;0
2292;1488999860.9341199;1514;-1;2;0
2294;1488999860.9341581;1514;-1;2;0
2295;1488999860.9341581;1514;-1;2;0
2297;1488999860.9371400;470;-1;0;0
2298;1488999860.9518249;1514;-1;2;0
2300;1488999860.9518290;1514;-1;2;0
2301;1488999860.9533319;1514;-1;2;0
2303;1488999860.9533629;1514;-1;2;0
2304;1488999860.9533629;1514;-1;2;0
2306;1488999860.9534881;609;1;1;0
2307;1488999860.9873271;1166;-1;2;0
2308;1488999861.0057371;1514;-1;2;0
2309;1488999861.0057590;609;1;1;0
2310;1488999861.0062959;1514;-1;2;0
2311;1488999861.0063059;1514;-1;2;0
2312;1488999861.0063231;66;1;0;1
2313;1488999861.0063059;1514;-1;2;0
2314;1488999861.0063059;1514;-1;2;0
2316;1488999861.0341120;1514;-1;2;0
2317;1488999861.0341220;1514;-1;2;0
2319;1488999861.0341220;1514;-1;2;0
2320;1488999861.0411479;449;-1;0;0
2322;1488999861.0593979;1514;-1;2;0
2323;1488999861.0594029;1514;-1;2;0
2325;1488999861.0634251;1514;-1;2;0
2326;1488999861.0634780;1514;-1;2;0
2328;1488999861.0634789;1514;-1;2;0
2329;1488999861.0635979;609;1;1;0
2330;1488999861.0788131;1166;-1;2;0
2331;1488999861.0873201;1514;-1;2;0
2332;1488999861.0873470;66;1;0;1
2333;1488999861.0873351;1514;-1;2;0
2334;1488999861.0896950;1514;-1;2;0
2336;1488999861.0897629;1514;-1;2;0
2337;1488999861.0898061;1514;-1;2;0
2339;1488999861.1226799;1166;-1;2;0
2340;1488999861.1226959;609;1;1;0
2341;1488999861.1263840;1514;-1;2;0
2342;1488999861.1269121;1514;-1;2;0
2343;1488999861.1269240;66;1;0;1
2344;1488999861.1582530;1514;-1;2;0
2345;1488999861.1582570;1514;-1;2;0
2347;1488999861.1588199;1514;-1;2;0
2348;1488999861.1588290;1514;-1;2;0
2350;1488999861.1588290;1514;-1;2;0
2351;1488999861.1588290;1514;-1;2;0
2353;1488999861.1588330;449;-1;0;0
2354;1488999861.1588659;609;1;1;0
2355;1488999861.1651509;1514;-1;2;0
2356;1488999861.1655641;1514;-1;2;0
2357;1488999861.1655729;66;1;0;1
2358;1488999861.1951540;1340;-1;2;0
2359;1488999861.1967139;1514;-1;2;0
2361;1488999861.1967170;1514;-1;2;0
2362;1488999861.2033610;1514;-1;2;0
2364;1488999861.2033639;1514;-1;2;0
2365;1488999861.2035069;609;1;1;0
2366;1488999861.2037280;1514;-1;2;0
2367;1488999861.2319131;1514;-1;2;0
2368;1488999861.2319360;66;1;0;1
2369;1488999861.2319660;1514;-1;2;0
2370;1488999861.2319660;1514;-1;2;0
2372;1488999861.2319660;1514;-1;2;0
2373;1488999861.2323210;1514;-1;2;0
2375;1488999861.2324159;1514;-1;2;0
2376;1488999861.2324190;818;-1;1;0
2378;1488999861.2324240;1514;-1;2;0
2379;1488999861.2324240;1514;-1;2;0
2381;1488999861.2371640;1514;-1;2;0
2382;1488999861.2371681;1514;-1;2;0
2384;1488999861.2376189;1514;-1;2;0
2385;1488999861.2675891;1514;-1;2;0
2387;1488999861.2681561;1514;-1;2;0
2388;1488999861.2681570;1514;-1;2;0
2390;1488999861.2681570;1514;-1;2;0
2391;1488999861.2681630;1514;-1;2;0
2393;1488999861.2681630;1514;-1;2;0
2394;1488999861.2683840;275;-1;0;0
2396;1488999861.2701020;1514;-1;2;0
2397;1488999861.2701049;1514;-1;2;0
2399;1488999861.2992730;1514;-1;2;0
2400;1488999861.2993300;1514;-1;2;0
2402;1488999861.2993309;1514;-1;2;0
2403;1488999861.2998791;1514;-1;2;0
2405;1488999861.2999880;1514;-1;2;0
2406;1488999861.3000419;1514;-1;2;0
2408;1488999861.3000431;1514;-1;2;0
2409;1488999861.3000431;1514;-1;2;0
2411;1488999861.3000431;1514;-1;2;0
2412;1488999861.3034170;818;-1;1;0
2414;1488999861.3035970;609;1;1;0
2415;1488999861.3075330;1514;-1;2;0
2416;1488999861.3075931;1514;-1;2;0
2417;1488999861.3076000;66;1;0;1
2418;1488999861.3442380;1340;-1;2;0
2419;1488999861.3613839;1514;-1;2;0
2421;1488999861.3614409;1514;-1;2;0
2422;1488999861.3614409;1514;-1;2;0
2424;1488999861.3614409;1514;-1;2;0
2425;1488999861.3614409;1514;-1;2;0
2427;1488999861.3614421;1514;-1;2;0
2428;1488999861.3614421;1514;-1;2;0
2430;1488999861.3614421;1514;-1;2;0
2431;1488999861.3614421;1514;-1;2;0
2433;1488999861.3614421;1514;-1;2;0
2434;1488999861.3614831;1514;-1;2;0
2436;1488999861.3616731;609;1;1;0
2437;1488999861.3644831;1514;-1;2;0
2438;1488999861.3644900;1514;-1;2;0
2439;1488999861.3645091;66;1;0;1
2440;1488999861.3644900;1514;-1;2;0
2441;1488999861.3733461;1514;1;2;0
2442;1488999861.3937809;1514;-1;2;0
2443;1488999861.3937850;1514;-1;2;0
2444;1488999861.3938091;66;1;0;1
2445;1488999861.3966479;1375;-1;2;0
2446;1488999861.3968029;1514;1;2;0
2447;1488999861.4086480;66;-1;0;1
2448;1488999861.4086640;399;1;0;0
2449;1488999861.4207339;1514;-1;2;0
2450;1488999861.4207380;1514;-1;2;0
2451;1488999861.4207709;66;1;0;1
2452;1488999861.4222851;1514;-1;2;0
2453;1488999861.4223080;1514;-1;2;0
2455;1488999861.4223869;1514;-1;2;0
2456;1488999861.4223881;1514;-1;2;0
2458;1488999861.4227941;1514;-1;2;0
2459;1488999861.4227941;1514;-1;2;0
2461;1488999861.4320600;478;-1;0;0
2462;1488999861.4487770;1514;-1;2;0
2464;1488999861.4491789;1514;-1;2;0
2465;1488999861.4513290;1514;-1;2;0
2467;1488999861.4524400;1514;-1;2;0
2468;1488999861.4524970;1514;-1;2;0
2470;1488999861.4524970;1514;-1;2;0
2471;1488999861.4524980;1514;-1;2;0
2473;1488999861.4524980;1514;-1;2;0
2474;1488999861.4542999;609;1;1;0
2475;1488999861.4731150;1514;-1;2;0
2476;1488999861.4731269;1514;-1;2;0
2477;1488999861.4731560;66;1;0;1
2478;1488999861.4731269;1514;-1;2;0
2479;1488999861.4784040;1514;-1;2;0
2481;1488999861.4784119;1514;-1;2;0
2482;1488999861.4784119;1514;-1;2;0
2484;1488999861.4788749;1514;-1;2;0
2485;1488999861.4788821;1514;-1;2;0
2487;1488999861.4788821;1514;-1;2;0
2488;1488999861.4789870;1514;1;2;0
2489;1488999861.4838181;470;-1;0;0
2490;1488999861.4994550;1514;-1;2;0
2491;1488999861.4994731;790;1;1;0
2492;1488999861.4999330;1514;-1;2;0
2493;1488999861.5026150;1514;-1;2;0
2494;1488999861.5026281;66;1;0;1
2495;1488999861.5027170;1514;-1;2;0
2496;1488999861.5027180;1514;-1;2;0
2498;1488999861.5082021;1514;-1;2;0
2499;1488999861.5082109;1514;-1;2;0
2501;1488999861.5082121;1514;-1;2;0
2502;1488999861.5290511;1514;-1;2;0
2504;1488999861.5290599;1514;-1;2;0
2505;1488999861.5290611;1514;-1;2;0
2507;1488999861.5346739;275;-1;0;0
2508;1488999861.5353971;1514;-1;2;0
2510;1488999861.5354290;1514;-1;2;0
2511;1488999861.5363531;1514;-1;2;0
2513;1488999861.5363531;1514;-1;2;0
2514;1488999861.5363541;1514;-1;2;0
2516;1488999861.5369079;1514;-1;2;0
2517;1488999861.5369110;1514;-1;2;0
2519;1488999861.5369120;1514;-1;2;0
2520;1488999861.5562410;1514;-1;2;0
2522;1488999861.5562711;1514;-1;2;0
2523;1488999861.5562720;1514;-1;2;0
2525;1488999861.5656691;1514;-1;2;0
2526;1488999861.5656779;1514;-1;2;0
2528;1488999861.5656779;1514;-1;2;0
2529;1488999861.5666621;1514;-1;2;0
2531;1488999861.5666621;1514;-1;2;0
2532;1488999861.5666621;1514;-1;2;0
2534;1488999861.5666680;1514;-1;2;0
2535;1488999861.5666680;1514;-1;2;0
2537;1488999861.5671270;609;1;1;0
2538;1488999861.5707171;1201;-1;2;0
2539;1488999861.5864141;1514;-1;2;0
2540;1488999861.5864279;66;1;0;1
2541;1488999861.5864351;1514;-1;2;0
2542;1488999861.6014309;1514;-1;2;0
2544;1488999861.6018031;1514;-1;2;0
2545;1488999861.6018629;1514;-1;2;0
2547;1488999861.6023321;1514;-1;2;0
2548;1488999861.6023569;1514;-1;2;0
2550;1488999861.6024311;1514;-1;2;0
2551;1488999861.6024311;1514;-1;2;0
2553;1488999861.6024830;1514;-1;2;0
2554;1488999861.6029170;1514;-1;2;0
2556;1488999861.6029899;1514;-1;2;0
2557;1488999861.6029911;1514;-1;2;0
2559;1488999861.6030221;1514;-1;2;0
2560;1488999861.6132939;1514;-1;2;0
2561;1488999861.6133130;1123;1;2;0
2562;1488999861.6133280;1514;-1;2;0
2563;1488999861.6133909;1514;-1;2;0
2564;1488999861.6134009;66;1;0;1
2565;1488999861.6219230;470;-1;0;0
2566;1488999861.6264241;1514;-1;2;0
2568;1488999861.6270449;1514;-1;2;0
2569;1488999861.6271260;1514;-1;2;0
2571;1488999861.6271260;1514;-1;2;0
2572;1488999861.6271260;1514;-1;2;0
2574;1488999861.6281321;1514;-1;2;0
2575;1488999861.6281750;1514;-1;2;0
2577;1488999861.6282330;1514;-1;2;0
2578;1488999861.6286430;1514;-1;2;0
2580;1488999861.6287079;1514;-1;2;0
2581;1488999861.6287091;1514;-1;2;0
2583;1488999861.6287570;1514;-1;2;0
2584;1488999861.6287570;1514;-1;2;0
2586;1488999861.6522300;1514;-1;2;0
2587;1488999861.6522510;609;1;1;0
2588;1488999861.6550879;1514;-1;2;0
2589;1488999861.6555591;1514;-1;2;0
2590;1488999861.6555810;66;1;0;1
2591;1488999861.6556129;1514;-1;2;0
2592;1488999861.6556129;1514;-1;2;0
2593;1488999861.6556129;1514;-1;2;0
2595;1488999861.6566329;1514;-1;2;0
2597;1488999861.6566370;1514;-1;2;0
2598;1488999861.6567180;1514;-1;2;0
2600;1488999861.6567180;1514;-1;2;0
2601;1488999861.6567190;1514;-1;2;0
2603;1488999861.6567190;1514;-1;2;0
2604;1488999861.6621039;853;-1;1;0
2606;1488999861.6622670;1514;1;2;0
2607;1488999861.6766329;1514;-1;2;0
2608;1488999861.6770010;1514;-1;2;0
2609;1488999861.6770129;66;1;0;1
2610;1488999861.6843939;1514;-1;2;0
2611;1488999861.6844029;1514;-1;2;0
2613;1488999861.6844029;1514;-1;2;0
